prefLabel,id
Motivation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28495
Small,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25376
Characterization,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62606
Very High Level,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129473
IPSS-R Risk Category Very High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162684
High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25227
High Grade,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14158
High-Frequency Microsatellite Instability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36493
IPSS Risk Category High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139304
High Level,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129474
Value Above Reference Range,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78800
High Mitosis-Karyorrhexis Index,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118958
IPSS-R Risk Category High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162683
Bioinformatics,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17964
Computation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61298
Computational Technique,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19233
Biology,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16345
Hybrid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128790
Phase,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
Trial Phase,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48281
Dimension,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25483
Reduction,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157203
Reduced,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25640
Couple,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61302
Visual,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38059
Graphics Visualization,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85439
Hidden,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45671
Characteristic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25447
Array Feature,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C44283
Feature,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73619
Protein Domain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13379
Image Feature,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70838
Space,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63629
Technique,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16847
Pair,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48046
SOSTDC1 wt Allele,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132098
Hierarchy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45418
Mountain Standard Time,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116266
Spitz Melanoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165497
Parameter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C44175
Programming Parameter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48913
Population Parameter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71569
Design,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43358
CDISC SEND Study Design Terminology,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89967
New,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25586
Machine Learning,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176231
Learning,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19369
