prefLabel,id
Laboratory Procedure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25294
Blood Products Laboratory Testing,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113077
Test Dosing Unit,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48545
Test,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47891
Test Name,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82541
Theory,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84379
"Pain by Anatomic Descriptor, CTCAE",http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53837
"Pain, CTCAE",http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143725
Pain Distress,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124175
Adverse Event Associated with Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53794
Usual Severity Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125299
Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3303
Have Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91126
Frequency of Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104600
Feel Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141521
How Much Distress Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125331
Pass,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81275
Ability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78209
Phenomenon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61380
Observed,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25599
Acute Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27003
Acute Graft Versus Host Disease,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4980
Acute,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14140
Inpatient Acute Care Encounter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150754
Criterion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25466
Major,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45368
Presentation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61388
Tumor Infiltrating Lymphocyte is Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162607
Ulceration is Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160707
Lymphatic Invasion is Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162605
MGMT Gene Promoter Methylation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153562
Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25626
Extranodal Involvement,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117309
Tumor Necrosis Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160703
Macroscopic Satellite Nodule is Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159277
Myometrial Invasion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159241
Tumor Cell Necrosis is Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162606
Tumor Regression,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160836
MLH1 Gene Promoter Hypermethylation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158920
Radial-Femoral Lag Present,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C168417
Perineural Invasion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48260
Study Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142703
Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61299
True Control Status,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99270
Control Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28143
Scientific Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
Wall,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64373
Urine Casts,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38095
POLR1G wt Allele,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54332
DNA-Directed RNA Polymerase I Subunit RPA34,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21335
Mathematics,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16825
Mathematical Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16870
Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43383
Biological Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80519
Model Number,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99285
Shared,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38019
Common,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43461
Programming Parameter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48913
